Customer_ID,Age,Gender,Device,Tenure_Months,Total_Spend,App_Visits,Return_Rate,Preferred_Category
14549,21,Kadın,Masaüstü Web,1,994.02,75,0.214,Mobil Aksesuarlar
46989,65,Kadın,Masaüstü Web,84,93.85,2,0.005,Mobil Aksesuarlar
8327,49,Kadın,Masaüstü Web,42,3931.46,21,0.028,Premium Elektronik
9484,34,Kadın,Mobil Uygulama,52,5843.01,15,0.083,Premium Elektronik
25665,18,Erkek,Mobil Uygulama,7,215.46,47,0.195,Gaming Ekipmanları
38939,30,Kadın,Mobil Uygulama,33,2369.33,25,0.187,Akıllı Telefonlar
24019,33,Erkek,Mobil Uygulama,18,721.12,43,0.263,Gaming Ekipmanları
20108,26,Erkek,Mobil Uygulama,21,666.07,65,0.185,Gaming Ekipmanları
1122,37,Erkek,Mobil Uygulama,44,4016.02,14,0.027,Premium Elektronik
47787,63,Erkek,Masaüstü Web,76,67.47,5,0.001,Akıllı Telefonlar
17004,25,Erkek,Mobil Uygulama,15,815.9,58,0.369,Gaming Ekipmanları
12053,24,Erkek,Mobil Uygulama,13,767.21,52,0.251,Mobil Aksesuarlar
8216,45,Erkek,Masaüstü Web,55,5692.48,13,0.025,Akıllı Telefonlar
1964,46,Kadın,Masaüstü Web,67,4791.66,19,0.009,Mobil Aksesuarlar
17611,21,Erkek,Mobil Uygulama,28,1143.08,46,0.241,Gaming Ekipmanları
3848,37,Kadın,Masaüstü Web,61,3329.62,16,0.048,Premium Elektronik
2148,33,Erkek,Masaüstü Web,32,4842.45,6,0.05,Akıllı Telefonlar
37349,32,Kadın,Mobil Uygulama,27,2368.02,25,0.063,Akıllı Telefonlar
37947,35,Erkek,Mobil Uygulama,27,905.48,20,0.118,Akıllı Telefonlar
23005,24,Kadın,Mobil Uygulama,19,801.89,47,0.186,Gaming Ekipmanları
38678,30,Erkek,Mobil Uygulama,15,2071.71,27,0.157,Premium Elektronik
14385,25,Kadın,Mobil Uygulama,3,861.54,66,0.219,Gaming Ekipmanları
7890,41,Erkek,Masaüstü Web,47,5446.55,20,0.038,Premium Elektronik
2252,47,Erkek,Mobil Uygulama,42,4396.41,12,0.031,Premium Elektronik
6282,46,Erkek,Masaüstü Web,64,3541.07,12,0.041,Premium Elektronik
37266,31,Erkek,Mobil Uygulama,20,1740.39,7,0.216,Akıllı Telefonlar
24453,20,Erkek,Mobil Uygulama,24,384.11,34,0.295,Gaming Ekipmanları
29481,34,Erkek,Mobil Uygulama,36,1723.11,41,0.109,Akıllı Telefonlar
38378,40,Kadın,Masaüstü Web,15,1996.15,24,0.061,Akıllı Telefonlar
14210,23,Erkek,Mobil Uygulama,12,787.69,53,0.306,Gaming Ekipmanları
46375,57,Erkek,Masaüstü Web,67,241.69,4,0,Mobil Aksesuarlar
20794,25,Kadın,Mobil Uygulama,10,793.21,64,0.293,Gaming Ekipmanları
4481,40,Erkek,Masaüstü Web,50,6610.34,15,0.03,Akıllı Telefonlar
42180,46,Erkek,Masaüstü Web,68,164.03,4,0.005,Akıllı Telefonlar
36809,37,Kadın,Masaüstü Web,10,2495.98,20,0.048,Akıllı Telefonlar
15681,21,Kadın,Mobil Uygulama,21,914.39,18,0.129,Premium Elektronik
44459,53,Erkek,Masaüstü Web,47,138.5,5,0,Mobil Aksesuarlar
48621,64,Kadın,Masaüstü Web,38,232.2,1,0.013,Mobil Aksesuarlar
39083,40,Kadın,Mobil Uygulama,15,1631.35,17,0.171,Akıllı Telefonlar
43705,55,Kadın,Masaüstü Web,49,164.33,1,0.005,Mobil Aksesuarlar
22216,18,Erkek,Mobil Uygulama,20,376.28,59,0.26,Gaming Ekipmanları
20376,18,Erkek,Masaüstü Web,20,655.95,24,0.142,Gaming Ekipmanları
31865,25,Kadın,Mobil Uygulama,20,2166.64,32,0.138,Akıllı Telefonlar
5412,42,Erkek,Masaüstü Web,59,3935.7,18,0.046,Premium Elektronik
28616,43,Erkek,Mobil Uygulama,24,2617.24,37,0.027,Akıllı Telefonlar
22965,18,Erkek,Mobil Uygulama,12,662.5,58,0.182,Gaming Ekipmanları
34322,42,Kadın,Mobil Uygulama,34,2117.07,26,0.139,Akıllı Telefonlar
41226,45,Kadın,Masaüstü Web,63,128.88,5,0.013,Mobil Aksesuarlar
29204,28,Erkek,Mobil Uygulama,28,2175.07,20,0.08,Akıllı Telefonlar
24991,21,Erkek,Mobil Uygulama,23,818.94,66,0.312,Gaming Ekipmanları
9730,41,Kadın,Masaüstü Web,44,2853.76,10,0.023,Premium Elektronik
4452,34,Erkek,Mobil Uygulama,52,4640.47,27,0.065,Premium Elektronik
3629,39,Erkek,Masaüstü Web,58,4719.76,11,0.042,Premium Elektronik
39353,31,Erkek,Mobil Uygulama,39,2045.81,20,0.128,Premium Elektronik
36139,33,Kadın,Masaüstü Web,36,1289.61,22,0.161,Akıllı Telefonlar
38072,35,Kadın,Mobil Uygulama,24,2099.32,13,0.234,Akıllı Telefonlar
33985,42,Kadın,Mobil Uygulama,14,2246.22,16,0.159,Akıllı Telefonlar
25807,21,Kadın,Mobil Uygulama,7,900.42,75,0.209,Akıllı Telefonlar
25864,19,Kadın,Mobil Uygulama,17,955.84,78,0.181,Gaming Ekipmanları
11246,23,Erkek,Mobil Uygulama,5,945.92,50,0.12,Gaming Ekipmanları
14144,28,Erkek,Mobil Uygulama,14,741.71,37,0.207,Gaming Ekipmanları
36127,38,Erkek,Mobil Uygulama,35,2304.85,29,0.133,Akıllı Telefonlar
50800,52,Erkek,Masaüstü Web,44,100.61,4,0,Mobil Aksesuarlar
43488,66,Kadın,Masaüstü Web,78,189.91,5,0.008,Mobil Aksesuarlar
42056,59,Erkek,Masaüstü Web,67,119.48,3,0.007,Mobil Aksesuarlar
42983,58,Erkek,Mobil Uygulama,59,119.18,5,0.027,Mobil Aksesuarlar
49407,71,Kadın,Masaüstü Web,61,66.47,2,0.008,Mobil Aksesuarlar
17727,23,Erkek,Mobil Uygulama,12,793.8,55,0.253,Gaming Ekipmanları
20222,19,Erkek,Mobil Uygulama,14,475.67,42,0.321,Gaming Ekipmanları
43995,50,Erkek,Masaüstü Web,75,63.49,2,0.007,Mobil Aksesuarlar
20884,23,Erkek,Mobil Uygulama,13,1125.67,42,0.218,Premium Elektronik
41536,42,Erkek,Masaüstü Web,44,153.81,2,0.013,Mobil Aksesuarlar
4355,38,Erkek,Mobil Uygulama,66,5256.95,23,0.015,Mobil Aksesuarlar
28839,37,Erkek,Mobil Uygulama,41,1526.41,28,0.144,Akıllı Telefonlar
39213,27,Kadın,Masaüstü Web,33,1777.59,31,0.147,Akıllı Telefonlar
10117,52,Kadın,Masaüstü Web,55,4413.31,24,0.034,Akıllı Telefonlar
45204,59,Kadın,Masaüstü Web,16,200.76,5,0.021,Mobil Aksesuarlar
49413,57,Erkek,Mobil Uygulama,60,102.13,6,0.008,Mobil Aksesuarlar
15092,18,Erkek,Mobil Uygulama,15,843.62,62,0.224,Gaming Ekipmanları
38840,39,Erkek,Mobil Uygulama,26,2215.12,23,0.132,Akıllı Telefonlar
32912,23,Kadın,Mobil Uygulama,22,1694.68,29,0.141,Akıllı Telefonlar
32285,32,Erkek,Mobil Uygulama,29,1701.23,13,0.075,Akıllı Telefonlar
14009,26,Kadın,Mobil Uygulama,10,708.86,87,0.106,Akıllı Telefonlar
17541,23,Erkek,Mobil Uygulama,11,646.21,60,0.302,Gaming Ekipmanları
48528,29,Kadın,Masaüstü Web,64,138.97,6,0.009,Mobil Aksesuarlar
36135,34,Erkek,Mobil Uygulama,27,1805.1,23,0.168,Akıllı Telefonlar
12850,24,Erkek,Mobil Uygulama,8,657.76,58,0.225,Gaming Ekipmanları
8841,42,Erkek,Mobil Uygulama,32,4701.79,15,0.067,Premium Elektronik
15455,26,Erkek,Mobil Uygulama,18,758.32,52,0.269,Gaming Ekipmanları
15969,19,Kadın,Mobil Uygulama,11,981.8,58,0.266,Gaming Ekipmanları
3072,49,Erkek,Masaüstü Web,36,5309.54,12,0.047,Gaming Ekipmanları
20242,25,Kadın,Mobil Uygulama,5,898.3,54,0.268,Gaming Ekipmanları
20459,22,Kadın,Mobil Uygulama,8,689.81,64,0.172,Gaming Ekipmanları
10359,40,Kadın,Mobil Uygulama,45,3787.22,19,0.035,Akıllı Telefonlar
12489,21,Kadın,Mobil Uygulama,25,845.98,40,0.324,Gaming Ekipmanları
20827,19,Kadın,Masaüstü Web,14,751.94,50,0.187,Mobil Aksesuarlar
32874,23,Erkek,Mobil Uygulama,1,1858.68,12,0.198,Akıllı Telefonlar
36664,24,Kadın,Mobil Uygulama,34,1151.26,16,0.15,Akıllı Telefonlar
1265,40,Erkek,Masaüstü Web,67,5263.67,10,0.035,Premium Elektronik
26297,30,Kadın,Masaüstü Web,17,2072.06,32,0.077,Gaming Ekipmanları
26957,39,Erkek,Masaüstü Web,14,1704.26,14,0.103,Akıllı Telefonlar
27970,37,Kadın,Mobil Uygulama,22,2055.83,31,0.072,Akıllı Telefonlar
19915,23,Erkek,Mobil Uygulama,21,916.37,50,0.346,Mobil Aksesuarlar
13655,19,Erkek,Mobil Uygulama,21,760.29,59,0.243,Gaming Ekipmanları
9726,40,Kadın,Mobil Uygulama,56,5799.18,17,0.016,Akıllı Telefonlar
43696,58,Erkek,Masaüstü Web,51,122.16,6,0.043,Mobil Aksesuarlar
24463,24,Kadın,Mobil Uygulama,10,910.37,41,0.28,Gaming Ekipmanları
15778,18,Kadın,Mobil Uygulama,16,854.9,45,0.284,Gaming Ekipmanları
10030,38,Erkek,Masaüstü Web,35,4844.61,11,0.052,Premium Elektronik
49941,51,Erkek,Masaüstü Web,59,139.52,6,0.004,Mobil Aksesuarlar
35141,31,Erkek,Mobil Uygulama,19,1865.12,29,0.142,Akıllı Telefonlar
39633,19,Kadın,Mobil Uygulama,31,2562.08,17,0.089,Akıllı Telefonlar
28860,28,Erkek,Mobil Uygulama,34,1230.69,25,0.172,Akıllı Telefonlar
25667,23,Kadın,Mobil Uygulama,8,1021.53,48,0.289,Gaming Ekipmanları
42895,52,Erkek,Mobil Uygulama,57,111.31,5,0,Premium Elektronik
5642,43,Erkek,Masaüstü Web,40,4725.17,17,0.016,Premium Elektronik
23906,18,Erkek,Masaüstü Web,7,763.24,60,0.214,Gaming Ekipmanları
34359,35,Erkek,Mobil Uygulama,33,778.89,11,0.037,Akıllı Telefonlar
10043,44,Erkek,Mobil Uygulama,53,3683.39,23,0.036,Premium Elektronik
42306,44,Kadın,Masaüstü Web,89,226.66,4,0.012,Mobil Aksesuarlar
18780,30,Erkek,Mobil Uygulama,24,1553.24,38,0.287,Gaming Ekipmanları
29791,46,Erkek,Mobil Uygulama,14,2547.91,30,0.119,Premium Elektronik
2720,39,Kadın,Mobil Uygulama,47,6244.1,19,0.035,Premium Elektronik
35559,30,Kadın,Mobil Uygulama,14,2398.07,37,0.132,Akıllı Telefonlar
41770,57,Kadın,Masaüstü Web,47,158.66,2,0.01,Mobil Aksesuarlar
41393,57,Erkek,Masaüstü Web,49,102.76,1,0.028,Akıllı Telefonlar
11719,24,Erkek,Mobil Uygulama,11,827.4,60,0.439,Mobil Aksesuarlar
8120,46,Erkek,Mobil Uygulama,46,5051.4,11,0.023,Premium Elektronik
13528,26,Erkek,Mobil Uygulama,7,938.7,48,0.184,Gaming Ekipmanları
5484,45,Erkek,Mobil Uygulama,32,4852.04,13,0.05,Premium Elektronik
26211,18,Kadın,Mobil Uygulama,32,1817.22,33,0.027,Akıllı Telefonlar
48397,58,Erkek,Masaüstü Web,70,96.05,8,0.015,Mobil Aksesuarlar
31617,30,Erkek,Masaüstü Web,23,1744.91,11,0.153,Akıllı Telefonlar
21315,24,Kadın,Mobil Uygulama,8,837.73,61,0.259,Gaming Ekipmanları
21748,18,Erkek,Mobil Uygulama,6,696.45,57,0.238,Gaming Ekipmanları
13799,19,Kadın,Mobil Uygulama,24,697.6,35,0.261,Gaming Ekipmanları
37425,40,Kadın,Mobil Uygulama,19,1823.09,25,0.16,Akıllı Telefonlar
31976,28,Kadın,Mobil Uygulama,30,1073.84,23,0.176,Akıllı Telefonlar
39894,22,Kadın,Masaüstü Web,33,2043.41,25,0.192,Akıllı Telefonlar
4663,44,Erkek,Mobil Uygulama,56,6058.63,21,0.006,Premium Elektronik
9561,40,Erkek,Mobil Uygulama,71,3905.59,16,0.051,Premium Elektronik
12678,20,Kadın,Mobil Uygulama,7,945.1,66,0.352,Gaming Ekipmanları
15448,18,Erkek,Mobil Uygulama,13,872.65,58,0.269,Gaming Ekipmanları
20626,25,Erkek,Mobil Uygulama,7,754.71,39,0.374,Gaming Ekipmanları
32266,29,Erkek,Masaüstü Web,13,2597.14,24,0.192,Akıllı Telefonlar
35935,31,Kadın,Mobil Uygulama,21,1026.46,32,0.034,Akıllı Telefonlar
41820,43,Erkek,Mobil Uygulama,92,138.98,8,0.007,Mobil Aksesuarlar
7054,47,Erkek,Masaüstü Web,63,4019.58,11,0.011,Akıllı Telefonlar
6891,41,Erkek,Masaüstü Web,30,5527.19,19,0.049,Premium Elektronik
7747,36,Erkek,Masaüstü Web,53,5690.73,9,0.04,Premium Elektronik
9389,38,Kadın,Mobil Uygulama,39,3695.73,11,0.049,Premium Elektronik
16130,27,Erkek,Mobil Uygulama,15,959.21,49,0.344,Gaming Ekipmanları
24910,23,Erkek,Mobil Uygulama,15,920.77,60,0.428,Gaming Ekipmanları
16070,25,Kadın,Mobil Uygulama,20,915.14,78,0.166,Gaming Ekipmanları
1763,57,Kadın,Mobil Uygulama,51,4180.17,20,0.029,Premium Elektronik
11201,21,Erkek,Mobil Uygulama,18,917.46,42,0.355,Gaming Ekipmanları
34645,34,Erkek,Mobil Uygulama,19,2117.41,27,0.04,Akıllı Telefonlar
14832,22,Kadın,Mobil Uygulama,12,847.39,32,0.206,Gaming Ekipmanları
46857,62,Erkek,Masaüstü Web,75,150.21,4,0.005,Mobil Aksesuarlar
50235,57,Erkek,Masaüstü Web,90,210.82,4,0.011,Mobil Aksesuarlar
38719,31,Kadın,Mobil Uygulama,22,2242.43,24,0,Akıllı Telefonlar
22598,23,Erkek,Mobil Uygulama,7,684.04,46,0.206,Premium Elektronik
7769,52,Erkek,Masaüstü Web,59,3881.97,9,0.038,Akıllı Telefonlar
17505,21,Erkek,Mobil Uygulama,14,583.31,61,0.322,Gaming Ekipmanları
5635,38,Erkek,Mobil Uygulama,52,5096.3,12,0.031,Premium Elektronik
8439,33,Kadın,Masaüstü Web,50,4029.46,12,0.074,Premium Elektronik
33213,30,Erkek,Mobil Uygulama,34,2185.57,18,0.152,Akıllı Telefonlar
7880,32,Erkek,Mobil Uygulama,34,4701.07,17,0.035,Premium Elektronik
37037,32,Kadın,Masaüstü Web,43,2218.23,25,0.12,Gaming Ekipmanları
11985,26,Kadın,Mobil Uygulama,10,1274.68,32,0.287,Gaming Ekipmanları
16393,18,Kadın,Mobil Uygulama,9,839.91,40,0.115,Gaming Ekipmanları
20980,25,Erkek,Mobil Uygulama,18,739.04,55,0.192,Akıllı Telefonlar
13785,23,Erkek,Mobil Uygulama,20,1077.73,80,0.308,Premium Elektronik
27229,40,Kadın,Mobil Uygulama,19,1630.83,21,0.185,Akıllı Telefonlar
25824,22,Erkek,Mobil Uygulama,18,865.86,47,0.238,Gaming Ekipmanları
39254,32,Erkek,Mobil Uygulama,40,2323.13,25,0.169,Akıllı Telefonlar
29867,37,Kadın,Mobil Uygulama,33,2192.52,23,0.16,Akıllı Telefonlar
49558,44,Kadın,Masaüstü Web,54,233.98,6,0.006,Mobil Aksesuarlar
45181,41,Erkek,Mobil Uygulama,43,106.6,4,0.007,Gaming Ekipmanları
23200,24,Erkek,Mobil Uygulama,12,1062.79,63,0.3,Gaming Ekipmanları
48631,47,Erkek,Masaüstü Web,49,175.02,5,0.027,Mobil Aksesuarlar
27576,32,Erkek,Masaüstü Web,28,1699.9,25,0.217,Akıllı Telefonlar
14939,30,Erkek,Mobil Uygulama,13,638.79,75,0.152,Gaming Ekipmanları
7597,39,Kadın,Masaüstü Web,24,5248,16,0,Premium Elektronik
49996,49,Erkek,Masaüstü Web,43,140.26,5,0.011,Mobil Aksesuarlar
27586,20,Kadın,Mobil Uygulama,37,2083.87,16,0.096,Akıllı Telefonlar
13894,21,Kadın,Masaüstü Web,20,678.85,62,0.166,Gaming Ekipmanları
35203,31,Kadın,Mobil Uygulama,28,2020.42,34,0.148,Akıllı Telefonlar
43520,62,Kadın,Masaüstü Web,41,165.07,0,0.012,Mobil Aksesuarlar
26988,41,Erkek,Masaüstü Web,22,2377.06,28,0.044,Akıllı Telefonlar
35383,30,Erkek,Masaüstü Web,25,1825.79,26,0.113,Akıllı Telefonlar
39074,30,Erkek,Mobil Uygulama,12,847.08,33,0.097,Mobil Aksesuarlar
7001,35,Kadın,Mobil Uygulama,55,5379.31,14,0.04,Premium Elektronik
27671,20,Erkek,Mobil Uygulama,35,2971.7,28,0.184,Akıllı Telefonlar
10509,40,Kadın,Mobil Uygulama,58,4033.49,18,0.021,Premium Elektronik
36512,35,Kadın,Mobil Uygulama,19,2377.33,35,0.063,Mobil Aksesuarlar
4966,44,Kadın,Masaüstü Web,53,4326.19,18,0.002,Premium Elektronik
13221,19,Erkek,Mobil Uygulama,13,516.01,55,0.455,Gaming Ekipmanları
40286,26,Erkek,Masaüstü Web,24,2311.56,29,0.107,Akıllı Telefonlar
12258,24,Kadın,Mobil Uygulama,15,818.29,86,0.25,Gaming Ekipmanları
22430,26,Kadın,Mobil Uygulama,21,519.98,56,0.215,Akıllı Telefonlar
24338,22,Erkek,Mobil Uygulama,7,655.76,40,0.387,Akıllı Telefonlar
23562,21,Kadın,Masaüstü Web,7,1014.87,75,0.139,Gaming Ekipmanları
30899,28,Kadın,Mobil Uygulama,25,2071.26,21,0.082,Premium Elektronik
33381,32,Erkek,Mobil Uygulama,10,1831.46,9,0.134,Akıllı Telefonlar
31131,26,Kadın,Masaüstü Web,35,1767.72,26,0.095,Akıllı Telefonlar
19248,18,Kadın,Mobil Uygulama,11,918.25,24,0.164,Gaming Ekipmanları
49117,47,Erkek,Masaüstü Web,69,173.34,0,0.011,Akıllı Telefonlar
22764,23,Kadın,Mobil Uygulama,5,332.92,58,0.332,Gaming Ekipmanları
5481,35,Erkek,Masaüstü Web,44,3641.16,17,0.065,Premium Elektronik
26987,37,Kadın,Masaüstü Web,22,1740.11,31,0.079,Akıllı Telefonlar
7265,38,Erkek,Masaüstü Web,32,5066.18,13,0.044,Premium Elektronik
22642,29,Erkek,Mobil Uygulama,8,706.51,63,0.107,Gaming Ekipmanları
8595,51,Kadın,Mobil Uygulama,24,2227.86,15,0.029,Akıllı Telefonlar
43036,64,Erkek,Masaüstü Web,68,160.95,4,0.01,Gaming Ekipmanları
17186,22,Erkek,Mobil Uygulama,20,971.77,54,0.201,Gaming Ekipmanları
7815,33,Erkek,Masaüstü Web,36,3849.91,12,0.044,Premium Elektronik
7726,49,Erkek,Mobil Uygulama,53,4498.43,16,0.008,Premium Elektronik
46946,64,Kadın,Masaüstü Web,41,187.82,1,0.024,Gaming Ekipmanları
38968,40,Erkek,Mobil Uygulama,15,2966.85,26,0.154,Akıllı Telefonlar
17020,20,Erkek,Masaüstü Web,21,781.15,50,0.196,Gaming Ekipmanları
31020,28,Kadın,Mobil Uygulama,21,2070.71,38,0.072,Akıllı Telefonlar
49527,50,Erkek,Masaüstü Web,49,203.34,2,0.002,Mobil Aksesuarlar
34390,32,Kadın,Mobil Uygulama,20,1784.85,7,0.134,Premium Elektronik
7004,39,Erkek,Mobil Uygulama,52,4037.5,16,0.023,Premium Elektronik
35733,27,Kadın,Masaüstü Web,25,1160.29,30,0.154,Akıllı Telefonlar
24350,23,Erkek,Mobil Uygulama,9,727.42,44,0.232,Gaming Ekipmanları
27538,39,Erkek,Mobil Uygulama,23,1951.77,33,0.135,Akıllı Telefonlar
28592,20,Erkek,Mobil Uygulama,27,1168.02,33,0.107,Akıllı Telefonlar
17832,20,Erkek,Mobil Uygulama,14,1070.35,45,0.132,Gaming Ekipmanları
23571,26,Erkek,Mobil Uygulama,15,598.83,48,0.201,Gaming Ekipmanları
37674,32,Erkek,Masaüstü Web,23,2019.02,11,0.197,Akıllı Telefonlar
25308,19,Erkek,Mobil Uygulama,13,933.25,58,0.373,Gaming Ekipmanları
4407,46,Erkek,Masaüstü Web,51,2994.93,18,0.055,Premium Elektronik
44263,67,Erkek,Masaüstü Web,42,206.59,5,0.004,Mobil Aksesuarlar
6558,48,Kadın,Masaüstü Web,45,5655.73,18,0.028,Akıllı Telefonlar
49843,61,Kadın,Masaüstü Web,61,183.99,4,0.028,Akıllı Telefonlar
43428,37,Kadın,Masaüstü Web,64,124.25,5,0.009,Mobil Aksesuarlar
7598,38,Erkek,Masaüstü Web,47,3271.22,10,0.048,Premium Elektronik
13250,27,Erkek,Masaüstü Web,18,577.51,42,0.27,Gaming Ekipmanları
6993,36,Erkek,Masaüstü Web,37,4964.49,16,0.027,Premium Elektronik
10239,37,Erkek,Mobil Uygulama,58,7339.62,20,0.054,Premium Elektronik
5431,31,Kadın,Masaüstü Web,46,2847.9,18,0.028,Gaming Ekipmanları
49959,75,Kadın,Mobil Uygulama,46,184.87,3,0.009,Gaming Ekipmanları
29999,33,Erkek,Mobil Uygulama,19,2195.85,44,0.056,Akıllı Telefonlar
12371,23,Erkek,Mobil Uygulama,20,897.82,60,0.271,Akıllı Telefonlar
4166,31,Erkek,Masaüstü Web,50,3684.21,19,0.026,Premium Elektronik
9106,30,Erkek,Masaüstü Web,51,5755.32,17,0.002,Premium Elektronik
23147,20,Kadın,Mobil Uygulama,7,796.55,50,0.348,Gaming Ekipmanları
48164,43,Erkek,Masaüstü Web,49,188.74,2,0.011,Mobil Aksesuarlar
39399,25,Kadın,Mobil Uygulama,21,2435.89,28,0.098,Akıllı Telefonlar
49285,31,Kadın,Masaüstü Web,57,144.16,1,0.01,Mobil Aksesuarlar
47033,74,Erkek,Masaüstü Web,68,53.34,5,0.004,Mobil Aksesuarlar
48880,56,Erkek,Mobil Uygulama,41,157.05,8,0,Akıllı Telefonlar
13098,18,Erkek,Mobil Uygulama,5,1134.87,45,0.266,Gaming Ekipmanları
6825,38,Erkek,Masaüstü Web,59,6249.77,14,0.033,Premium Elektronik
5198,33,Kadın,Mobil Uygulama,53,4058.62,11,0,Premium Elektronik
39802,29,Kadın,Mobil Uygulama,28,2320.12,16,0.215,Akıllı Telefonlar
25281,18,Erkek,Mobil Uygulama,9,690.15,56,0.256,Gaming Ekipmanları
5127,37,Erkek,Masaüstü Web,40,4646.99,12,0.002,Akıllı Telefonlar
44652,61,Kadın,Masaüstü Web,54,239.6,7,0,Mobil Aksesuarlar
21054,23,Kadın,Mobil Uygulama,6,1107,48,0.256,Gaming Ekipmanları
19164,18,Erkek,Mobil Uygulama,8,456.15,65,0.389,Gaming Ekipmanları
18738,18,Erkek,Masaüstü Web,20,577.84,41,0.131,Gaming Ekipmanları
42120,66,Erkek,Masaüstü Web,26,71.37,5,0,Mobil Aksesuarlar
38113,33,Erkek,Masaüstü Web,27,1703.89,44,0.117,Akıllı Telefonlar
46196,53,Erkek,Masaüstü Web,41,120.37,3,0.012,Mobil Aksesuarlar
30699,20,Erkek,Mobil Uygulama,32,2603.91,16,0.155,Akıllı Telefonlar
20069,22,Erkek,Mobil Uygulama,17,704.9,52,0.271,Gaming Ekipmanları
1244,47,Erkek,Masaüstü Web,59,5015.66,11,0.041,Premium Elektronik
22367,23,Erkek,Mobil Uygulama,7,720.46,39,0.246,Premium Elektronik
35084,29,Erkek,Mobil Uygulama,26,1786.26,17,0.097,Akıllı Telefonlar
23863,25,Erkek,Mobil Uygulama,9,748,31,0.255,Akıllı Telefonlar
23490,22,Erkek,Mobil Uygulama,12,828.12,62,0.216,Gaming Ekipmanları
13731,22,Erkek,Mobil Uygulama,13,754.25,53,0.211,Gaming Ekipmanları
16752,19,Kadın,Mobil Uygulama,15,1069.9,66,0.157,Mobil Aksesuarlar
44723,73,Erkek,Masaüstü Web,58,171.96,2,0,Mobil Aksesuarlar
25979,18,Erkek,Masaüstü Web,1,743.73,62,0.222,Premium Elektronik
43304,43,Kadın,Masaüstü Web,73,160.02,1,0.011,Mobil Aksesuarlar
1704,34,Kadın,Masaüstü Web,61,5772.2,17,0.011,Premium Elektronik
39251,42,Erkek,Mobil Uygulama,19,1378.35,27,0.063,Premium Elektronik
18793,26,Kadın,Mobil Uygulama,22,1445.06,49,0.327,Gaming Ekipmanları
43967,44,Erkek,Masaüstü Web,47,182.62,8,0,Mobil Aksesuarlar
45468,69,Kadın,Masaüstü Web,35,78.74,3,0.022,Akıllı Telefonlar
9341,43,Kadın,Masaüstü Web,44,4591.72,10,0,Premium Elektronik
17338,29,Kadın,Mobil Uygulama,23,574.6,35,0.328,Mobil Aksesuarlar
27382,45,Kadın,Mobil Uygulama,38,1833.75,20,0.195,Akıllı Telefonlar
6977,52,Erkek,Mobil Uygulama,55,5288.5,21,0.037,Premium Elektronik
40762,39,Kadın,Mobil Uygulama,8,1348.63,18,0.059,Akıllı Telefonlar
2897,40,Kadın,Mobil Uygulama,57,4168.76,10,0.025,Premium Elektronik
36918,30,Erkek,Mobil Uygulama,21,1670.79,9,0.096,Akıllı Telefonlar
36800,35,Erkek,Mobil Uygulama,30,1492.96,39,0.098,Akıllı Telefonlar
17240,23,Erkek,Mobil Uygulama,9,774.71,79,0.233,Gaming Ekipmanları
5255,43,Kadın,Masaüstü Web,59,6365.73,15,0.041,Premium Elektronik
41665,40,Kadın,Masaüstü Web,71,141.4,6,0.015,Mobil Aksesuarlar
26515,28,Kadın,Mobil Uygulama,26,2089.86,34,0.059,Akıllı Telefonlar
23668,22,Kadın,Masaüstü Web,11,1057.86,56,0.264,Gaming Ekipmanları
24476,18,Erkek,Mobil Uygulama,21,825.23,68,0.296,Premium Elektronik
10754,44,Kadın,Masaüstü Web,55,5663.49,18,0.049,Premium Elektronik
1853,38,Erkek,Masaüstü Web,66,4295.29,19,0.023,Premium Elektronik
35150,26,Kadın,Mobil Uygulama,9,2742.74,27,0.135,Akıllı Telefonlar
12734,22,Erkek,Mobil Uygulama,16,1063.57,65,0.183,Gaming Ekipmanları
9846,38,Erkek,Mobil Uygulama,52,4774.54,8,0.053,Premium Elektronik
17779,19,Kadın,Masaüstü Web,17,726.37,36,0.138,Gaming Ekipmanları
44332,51,Erkek,Masaüstü Web,62,153.73,5,0.024,Mobil Aksesuarlar
38179,29,Kadın,Masaüstü Web,39,2051.42,24,0.106,Akıllı Telefonlar
29750,26,Erkek,Mobil Uygulama,31,1714.06,21,0.048,Akıllı Telefonlar
18861,18,Erkek,Mobil Uygulama,17,705.1,37,0.281,Gaming Ekipmanları
39703,37,Kadın,Masaüstü Web,10,1897.22,17,0.18,Akıllı Telefonlar
8582,46,Erkek,Mobil Uygulama,49,4928.25,20,0.028,Gaming Ekipmanları
4840,40,Kadın,Mobil Uygulama,59,4980.61,10,0.059,Premium Elektronik
26743,21,Erkek,Mobil Uygulama,41,2100.62,15,0.163,Akıllı Telefonlar
28853,25,Kadın,Mobil Uygulama,19,2092.49,22,0.058,Akıllı Telefonlar
3311,40,Erkek,Masaüstü Web,56,6135.01,20,0.03,Premium Elektronik
13328,24,Kadın,Mobil Uygulama,7,777.16,41,0.34,Akıllı Telefonlar
12866,23,Erkek,Mobil Uygulama,19,626.32,79,0.173,Gaming Ekipmanları
39149,20,Erkek,Mobil Uygulama,24,944.34,35,0.05,Mobil Aksesuarlar
45218,48,Kadın,Masaüstü Web,57,199.37,4,0,Mobil Aksesuarlar
38404,26,Kadın,Mobil Uygulama,20,1699.65,18,0.193,Mobil Aksesuarlar
41114,58,Erkek,Masaüstü Web,58,131.97,6,0,Mobil Aksesuarlar
